"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Aug 10 20:36:31 GMT 2023","Thu Aug 10 20:36:31 GMT 2023","0","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_07_Auth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'English' language",""
"broken","Thu Aug 10 20:35:30 GMT 2023","Thu Aug 10 20:36:00 GMT 2023","30091","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_03_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'English' language",""
"passed","Thu Aug 10 20:26:36 GMT 2023","Thu Aug 10 20:27:16 GMT 2023","39114","chromium","","US_11-02-02_Education > Menu item [Share trading] on UnReg Role","","","TC_11.02.02_01_UnReg  > Test button [Start Trading] in Main banner on 'English' language",""
"failed","Thu Aug 10 20:30:51 GMT 2023","Thu Aug 10 20:31:08 GMT 2023","17045","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_03_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'English' language",""
"passed","Thu Aug 10 20:31:09 GMT 2023","Thu Aug 10 20:31:26 GMT 2023","17159","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_04_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'English' language",""
"passed","Thu Aug 10 20:32:13 GMT 2023","Thu Aug 10 20:32:15 GMT 2023","2511","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_07_UnReg  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'English' language",""
"passed","Thu Aug 10 20:30:06 GMT 2023","Thu Aug 10 20:30:19 GMT 2023","12897","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_01_UnReg  > Test button [Start Trading] in Main banner on 'English' language",""
"passed","Thu Aug 10 20:30:19 GMT 2023","Thu Aug 10 20:30:21 GMT 2023","2381","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_02_UnReg  > Test button [Try Demo] in Main banner on 'English' language",""
"passed","Thu Aug 10 20:34:59 GMT 2023","Thu Aug 10 20:35:30 GMT 2023","31877","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_02_Auth  > Test button [Try Demo] in Main banner on 'English' language",""
"skipped","Thu Aug 10 20:36:31 GMT 2023","Thu Aug 10 20:36:31 GMT 2023","0","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_06_Auth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'English' language",""
"skipped","Thu Aug 10 20:36:31 GMT 2023","Thu Aug 10 20:36:31 GMT 2023","0","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_05_Auth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'English' language",""
"failed","Thu Aug 10 20:31:45 GMT 2023","Thu Aug 10 20:31:56 GMT 2023","11452","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_05_UnReg  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'English' language",""
"failed","Thu Aug 10 20:32:50 GMT 2023","Thu Aug 10 20:33:09 GMT 2023","19499","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_01_UnAuth  > Test button [Start Trading] in Main banner on 'English' language",""
"broken","Thu Aug 10 20:29:35 GMT 2023","Thu Aug 10 20:30:05 GMT 2023","30254","chromium","","US_11-02-02_Education > Menu item [Share trading] on UnAuth Role","","","TC_11.02.02_02_UnAuth  > Test button [Try Demo] in Main banner on 'English' language",""
"passed","Thu Aug 10 20:31:57 GMT 2023","Thu Aug 10 20:32:13 GMT 2023","15993","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_06_UnReg  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'English' language",""
"broken","Thu Aug 10 20:28:36 GMT 2023","Thu Aug 10 20:29:06 GMT 2023","30264","chromium","","US_11-02-02_Education > Menu item [Share trading] on UnAuth Role","","","TC_11.02.02_01_UnAuth  > Test button [Start Trading] in Main banner on 'English' language",""
"broken","Thu Aug 10 20:36:01 GMT 2023","Thu Aug 10 20:36:31 GMT 2023","30240","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_04_Auth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'English' language",""
"broken","Thu Aug 10 20:34:28 GMT 2023","Thu Aug 10 20:34:58 GMT 2023","30305","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_01_Auth  > Test button [Start Trading] in Main banner on 'English' language",""
"passed","Thu Aug 10 20:27:16 GMT 2023","Thu Aug 10 20:27:42 GMT 2023","26471","chromium","","US_11-02-02_Education > Menu item [Share trading] on UnReg Role","","","TC_11.02.02_02_UnReg  > Test button [Try Demo] in Main banner on 'English' language",""
