"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 15 19:54:28 GMT 2023","Tue Aug 15 19:54:58 GMT 2023","30252","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_02_UnReg  > Test button [Try Demo] in Main banner on 'Español' language",""
"skipped","Tue Aug 15 20:06:55 GMT 2023","Tue Aug 15 20:06:55 GMT 2023","74","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_05_UnAuth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'Español' language",""
"skipped","Tue Aug 15 20:05:37 GMT 2023","Tue Aug 15 20:05:37 GMT 2023","98","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_02_UnReg  > Test button [Try Demo] in Main banner on 'Español' language",""
"skipped","Tue Aug 15 20:05:37 GMT 2023","Tue Aug 15 20:05:37 GMT 2023","82","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_04_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'Español' language",""
"skipped","Tue Aug 15 20:05:37 GMT 2023","Tue Aug 15 20:05:37 GMT 2023","156","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_06_UnReg  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'Español' language",""
"skipped","Tue Aug 15 20:07:13 GMT 2023","Tue Aug 15 20:07:13 GMT 2023","134","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_02_Auth  > Test button [Try Demo] in Main banner on 'Español' language",""
"skipped","Tue Aug 15 20:06:39 GMT 2023","Tue Aug 15 20:06:55 GMT 2023","15669","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_01_UnAuth  > Test button [Start Trading] in Main banner on 'Español' language",""
"skipped","Tue Aug 15 20:05:37 GMT 2023","Tue Aug 15 20:05:37 GMT 2023","74","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_03_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'Español' language",""
"skipped","Tue Aug 15 20:07:13 GMT 2023","Tue Aug 15 20:07:13 GMT 2023","150","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_03_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'Español' language",""
"skipped","Tue Aug 15 20:05:37 GMT 2023","Tue Aug 15 20:05:37 GMT 2023","63","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_07_UnReg  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'Español' language",""
"skipped","Tue Aug 15 20:05:24 GMT 2023","Tue Aug 15 20:05:37 GMT 2023","12590","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_01_UnReg  > Test button [Start Trading] in Main banner on 'Español' language",""
"broken","Tue Aug 15 19:56:03 GMT 2023","Tue Aug 15 19:56:33 GMT 2023","30272","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_03_UnReg  > Test button [Sell] in the Banner [Trading Instrument] on 'Español' language",""
"failed","Tue Aug 15 19:57:27 GMT 2023","Tue Aug 15 19:57:48 GMT 2023","21522","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_01_UnAuth  > Test button [Start Trading] in Main banner on 'Español' language",""
"skipped","Tue Aug 15 20:07:13 GMT 2023","Tue Aug 15 20:07:23 GMT 2023","10083","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_04_Auth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'Español' language",""
"skipped","Tue Aug 15 20:05:37 GMT 2023","Tue Aug 15 20:05:37 GMT 2023","111","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_05_UnReg  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'Español' language",""
"broken","Tue Aug 15 20:00:11 GMT 2023","Tue Aug 15 20:00:42 GMT 2023","30250","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_03_UnAuth  > Test button [Sell] in the Banner [Trading Instrument] on 'Español' language",""
"failed","Tue Aug 15 19:58:45 GMT 2023","Tue Aug 15 19:59:09 GMT 2023","23662","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_02_UnAuth  > Test button [Try Demo] in Main banner on 'Español' language",""
"skipped","Tue Aug 15 20:06:55 GMT 2023","Tue Aug 15 20:06:55 GMT 2023","95","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_02_UnAuth  > Test button [Try Demo] in Main banner on 'Español' language",""
"broken","Tue Aug 15 19:52:53 GMT 2023","Tue Aug 15 19:53:24 GMT 2023","30257","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_01_UnReg  > Test button [Start Trading] in Main banner on 'Español' language",""
"skipped","Tue Aug 15 20:06:56 GMT 2023","Tue Aug 15 20:06:56 GMT 2023","118","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_07_UnAuth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'Español' language",""
"broken","Tue Aug 15 20:03:19 GMT 2023","Tue Aug 15 20:03:49 GMT 2023","30254","chromium","","US_11-02-02_Education > Menu item [Shares trading] on Auth Role","","","TC_11.02.02_02_Auth  > Test button [Try Demo] in Main banner on 'Español' language",""
"broken","Tue Aug 15 20:01:46 GMT 2023","Tue Aug 15 20:02:17 GMT 2023","30253","chromium","","US_11-02-02_Education > Menu item [Shares trading] on Auth Role","","","TC_11.02.02_01_Auth  > Test button [Start Trading] in Main banner on 'Español' language",""
"skipped","Tue Aug 15 20:07:23 GMT 2023","Tue Aug 15 20:07:33 GMT 2023","10090","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_07_Auth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'Español' language",""
"skipped","Tue Aug 15 20:06:55 GMT 2023","Tue Aug 15 20:06:55 GMT 2023","100","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_03_UnAuth  > Test buttons [Trade] on Widget ""Most traded"" on 'Español' language",""
"skipped","Tue Aug 15 20:06:56 GMT 2023","Tue Aug 15 20:07:13 GMT 2023","16800","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_01_Auth  > Test button [Start Trading] in Main banner on 'Español' language",""
"broken","Tue Aug 15 20:04:54 GMT 2023","Tue Aug 15 20:05:24 GMT 2023","30281","chromium","","US_11-02-02_Education > Menu item [Shares trading] on Auth Role","","","TC_11.02.02_03_Auth  > Test button [Sell] in the Banner [Trading Instrument] on 'Español' language",""
"skipped","Tue Aug 15 20:06:55 GMT 2023","Tue Aug 15 20:06:56 GMT 2023","234","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_06_UnAuth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'Español' language",""
"skipped","Tue Aug 15 20:07:23 GMT 2023","Tue Aug 15 20:07:23 GMT 2023","83","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_06_Auth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'Español' language",""
"skipped","Tue Aug 15 20:07:23 GMT 2023","Tue Aug 15 20:07:23 GMT 2023","82","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_05_Auth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'Español' language",""
