"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 13 16:20:22 GMT 2023","Sun Aug 13 16:20:26 GMT 2023","4254","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_07_UnReg  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'English' language",""
"passed","Sun Aug 13 16:18:32 GMT 2023","Sun Aug 13 16:18:51 GMT 2023","19031","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_04_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'English' language",""
"failed","Sun Aug 13 16:30:03 GMT 2023","Sun Aug 13 16:30:48 GMT 2023","45164","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_06_Auth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'English' language",""
"failed","Sun Aug 13 16:21:25 GMT 2023","Sun Aug 13 16:21:51 GMT 2023","25730","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_01_UnAuth  > Test button [Start Trading] in Main banner on 'English' language",""
"failed","Sun Aug 13 16:24:39 GMT 2023","Sun Aug 13 16:24:55 GMT 2023","16813","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_05_UnAuth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'English' language",""
"skipped","Sun Aug 13 16:10:35 GMT 2023","Sun Aug 13 16:10:35 GMT 2023","49","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_03_UnReg  > Test button [Sell] in the Banner [Trading Instrument] on 'English' language",""
"failed","Sun Aug 13 16:30:48 GMT 2023","Sun Aug 13 16:31:15 GMT 2023","26598","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_07_Auth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'English' language",""
"passed","Sun Aug 13 16:24:15 GMT 2023","Sun Aug 13 16:24:39 GMT 2023","23922","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_04_UnAuth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'English' language",""
"passed","Sun Aug 13 16:29:26 GMT 2023","Sun Aug 13 16:29:59 GMT 2023","33398","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_04_Auth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'English' language",""
"passed","Sun Aug 13 16:26:06 GMT 2023","Sun Aug 13 16:26:47 GMT 2023","40704","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_01_Auth  > Test button [Start Trading] in Main banner on 'English' language",""
"failed","Sun Aug 13 16:29:05 GMT 2023","Sun Aug 13 16:29:25 GMT 2023","20083","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_03_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'English' language",""
"failed","Sun Aug 13 16:11:34 GMT 2023","Sun Aug 13 16:11:59 GMT 2023","25514","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_01_UnAuth  > Test button [Start Trading] in Main banner on 'English' language",""
"broken","Sun Aug 13 16:14:16 GMT 2023","Sun Aug 13 16:15:03 GMT 2023","46447","chromium","","US_11-02-02_Education > Menu item [Shares trading] on Auth Role","","","TC_11.02.02_01_Auth  > Test button [Start Trading] in Main banner on 'English' language",""
"failed","Sun Aug 13 16:19:30 GMT 2023","Sun Aug 13 16:20:00 GMT 2023","29826","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_05_UnReg  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'English' language",""
"passed","Sun Aug 13 16:16:49 GMT 2023","Sun Aug 13 16:17:03 GMT 2023","14295","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_01_UnReg  > Test button [Start Trading] in Main banner on 'English' language",""
"failed","Sun Aug 13 16:29:59 GMT 2023","Sun Aug 13 16:30:02 GMT 2023","2762","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_05_Auth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'English' language",""
"failed","Sun Aug 13 16:18:01 GMT 2023","Sun Aug 13 16:18:31 GMT 2023","30342","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_03_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'English' language",""
"failed","Sun Aug 13 16:22:30 GMT 2023","Sun Aug 13 16:22:56 GMT 2023","25505","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_02_UnAuth  > Test button [Try Demo] in Main banner on 'English' language",""
"failed","Sun Aug 13 16:12:32 GMT 2023","Sun Aug 13 16:12:57 GMT 2023","25684","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_02_UnAuth  > Test button [Try Demo] in Main banner on 'English' language",""
"broken","Sun Aug 13 16:07:40 GMT 2023","Sun Aug 13 16:08:22 GMT 2023","41694","chromium","","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_01_UnReg  > Test button [Start Trading] in Main banner on 'English' language",""
"passed","Sun Aug 13 16:17:03 GMT 2023","Sun Aug 13 16:17:06 GMT 2023","3352","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_02_UnReg  > Test button [Try Demo] in Main banner on 'English' language",""
