"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Aug 01 19:34:22 GMT 2023","Tue Aug 01 19:34:37 GMT 2023","15274","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_01_UnAuth  > Test button [Start Trading] in Main banner on 'Français' language",""
"skipped","Tue Aug 01 19:34:21 GMT 2023","Tue Aug 01 19:34:21 GMT 2023","83","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_04_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'Français' language",""
"skipped","Tue Aug 01 19:34:38 GMT 2023","Tue Aug 01 19:34:52 GMT 2023","14341","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_01_Auth  > Test button [Start Trading] in Main banner on 'Français' language",""
"skipped","Tue Aug 01 19:34:21 GMT 2023","Tue Aug 01 19:34:21 GMT 2023","77","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_03_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'Français' language",""
"skipped","Tue Aug 01 19:34:37 GMT 2023","Tue Aug 01 19:34:37 GMT 2023","76","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_03_UnAuth  > Test buttons [Trade] on Widget ""Most traded"" on 'Français' language",""
"passed","Tue Aug 01 19:33:10 GMT 2023","Tue Aug 01 19:33:15 GMT 2023","5146","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Verify Login Form on Main page on English",""
"skipped","Tue Aug 01 19:33:20 GMT 2023","Tue Aug 01 19:33:24 GMT 2023","4299","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Click on Swing Trading ddsds on العَرَبِيَّة",""
"skipped","Tue Aug 01 19:34:37 GMT 2023","Tue Aug 01 19:34:37 GMT 2023","85","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_02_UnAuth  > Test button [Try Demo] in Main banner on 'Français' language",""
"passed","Tue Aug 01 19:33:15 GMT 2023","Tue Aug 01 19:33:20 GMT 2023","5159","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Check route on Education Menu on العَرَبِيَّة",""
"skipped","Tue Aug 01 19:34:52 GMT 2023","Tue Aug 01 19:34:52 GMT 2023","81","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_02_Auth  > Test button [Try Demo] in Main banner on 'Français' language",""
