"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 04 11:32:36 GMT 2023","Fri Aug 04 11:32:40 GMT 2023","4458","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Verify Login Form on Main page on العَرَبِيَّة",""
"passed","Fri Aug 04 11:33:11 GMT 2023","Fri Aug 04 11:33:14 GMT 2023","2811","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_02_UnReg  > Test button [Try Demo] in Main banner on 'English' language",""
"passed","Fri Aug 04 11:32:58 GMT 2023","Fri Aug 04 11:33:11 GMT 2023","13547","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_01_UnReg  > Test button [Start Trading] in Main banner on 'English' language",""
"failed","Fri Aug 04 11:37:55 GMT 2023","Fri Aug 04 11:38:20 GMT 2023","25118","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_01_UnAuth  > Test button [Start Trading] in Main banner on 'English' language",""
"failed","Fri Aug 04 11:39:16 GMT 2023","Fri Aug 04 11:39:42 GMT 2023","25833","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_03_UnAuth  > Test buttons [Trade] on Widget ""Most traded"" on 'English' language",""
"failed","Fri Aug 04 11:40:05 GMT 2023","Fri Aug 04 11:40:06 GMT 2023","1405","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_05_UnAuth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'English' language",""
"passed","Fri Aug 04 11:32:40 GMT 2023","Fri Aug 04 11:32:58 GMT 2023","17654","chromium","","US_11-02-02_Education > Menu item [Share trading] on UnReg Role","","","TC_11.02.02_01_UnReg  > Test button [Start Trading] in Main banner on 'English' language",""
"failed","Fri Aug 04 11:34:26 GMT 2023","Fri Aug 04 11:34:38 GMT 2023","12311","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_05_UnReg  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'English' language",""
"failed","Fri Aug 04 11:43:05 GMT 2023","Fri Aug 04 11:43:20 GMT 2023","15841","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_03_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'English' language",""
"passed","Fri Aug 04 11:43:53 GMT 2023","Fri Aug 04 11:44:16 GMT 2023","23438","chromium","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_04_Auth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'English' language",""
