"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 10 20:35:23 GMT 2023","Thu Aug 10 20:35:45 GMT 2023","22435","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_07_UnReg  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'English' language",""
"passed","Thu Aug 10 20:33:42 GMT 2023","Thu Aug 10 20:33:49 GMT 2023","6609","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_02_UnReg  > Test button [Try Demo] in Main banner on 'English' language",""
"skipped","Thu Aug 10 20:34:21 GMT 2023","Thu Aug 10 20:34:21 GMT 2023","156","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_04_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'English' language",""
"broken","Thu Aug 10 20:40:58 GMT 2023","Thu Aug 10 20:41:29 GMT 2023","30349","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_03_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'English' language",""
"passed","Thu Aug 10 20:30:12 GMT 2023","Thu Aug 10 20:30:54 GMT 2023","42127","chromium","","US_11-02-02_Education > Menu item [Share trading] on UnReg Role","","","TC_11.02.02_02_UnReg  > Test button [Try Demo] in Main banner on 'English' language",""
"failed","Thu Aug 10 20:32:59 GMT 2023","Thu Aug 10 20:33:26 GMT 2023","26775","chromium","","US_11-02-02_Education > Menu item [Share trading] on UnAuth Role","","","TC_11.02.02_02_UnAuth  > Test button [Try Demo] in Main banner on 'English' language",""
"passed","Thu Aug 10 20:37:30 GMT 2023","Thu Aug 10 20:38:26 GMT 2023","55816","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_01_Auth  > Test button [Start Trading] in Main banner on 'English' language",""
"passed","Thu Aug 10 20:35:00 GMT 2023","Thu Aug 10 20:35:20 GMT 2023","20192","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_06_UnReg  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'English' language",""
"skipped","Thu Aug 10 20:42:53 GMT 2023","Thu Aug 10 20:42:53 GMT 2023","1","chromium","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role > US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_07_Auth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'English' language",""
"passed","Thu Aug 10 20:33:26 GMT 2023","Thu Aug 10 20:33:42 GMT 2023","15647","chromium","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_01_UnReg  > Test button [Start Trading] in Main banner on 'English' language",""
