"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jul 25 19:56:22 GMT 2023","Tue Jul 25 19:56:22 GMT 2023","109","chromium","","Educations_US_11-03-04 > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_07_Auth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'العَرَبِيَّة' language",""
"skipped","Tue Jul 25 19:56:08 GMT 2023","Tue Jul 25 19:56:22 GMT 2023","14184","chromium","","Educations_US_11-03-04 > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_01_Auth  > Test button [Log in] in the header on 'العَرَبِيَّة' language",""
"skipped","Tue Jul 25 19:54:48 GMT 2023","Tue Jul 25 19:54:51 GMT 2023","3708","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Click on Swing Trading ddsds on العَرَبِيَّة",""
"skipped","Tue Jul 25 19:56:22 GMT 2023","Tue Jul 25 19:56:22 GMT 2023","64","chromium","","Educations_US_11-03-04 > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_05_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'العَرَبِيَّة' language",""
"skipped","Tue Jul 25 19:55:05 GMT 2023","Tue Jul 25 19:55:05 GMT 2023","64","chromium","","Educations_US_11-03-04 > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_04_UnReg  > Test button [Try Demo] in Main banner on 'العَرَبِيَّة' language",""
"skipped","Tue Jul 25 19:55:05 GMT 2023","Tue Jul 25 19:55:05 GMT 2023","64","chromium","","Educations_US_11-03-04 > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_05_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'العَرَبِيَّة' language",""
"skipped","Tue Jul 25 19:56:00 GMT 2023","Tue Jul 25 19:56:01 GMT 2023","1087","chromium","","Educations_US_11-03-04 > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_03_UnAuth  > Test button [Start Trading] in Main banner on 'العَرَبِيَّة' language",""
"skipped","Tue Jul 25 19:56:02 GMT 2023","Tue Jul 25 19:56:03 GMT 2023","967","chromium","","Educations_US_11-03-04 > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_05_UnAuth  > Test buttons [Trade] on Widget ""Most traded"" on 'العَرَبِيَّة' language",""
"passed","Tue Jul 25 19:54:51 GMT 2023","Tue Jul 25 19:54:55 GMT 2023","4181","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Verify Login Form on Main page on العَرَبِيَّة",""
"skipped","Tue Jul 25 19:55:05 GMT 2023","Tue Jul 25 19:55:05 GMT 2023","148","chromium","","Educations_US_11-03-04 > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_03_UnReg  > Test button [Start Trading] in Main banner on 'العَرَبِيَّة' language",""
