"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 21 18:58:42 GMT 2023","Fri Jul 21 18:59:23 GMT 2023","40931","chromium","","Educations > Menu item [Position Trading]","","","TC_11.03.04_05_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'English' language",""
"passed","Fri Jul 21 19:00:07 GMT 2023","Fri Jul 21 19:00:30 GMT 2023","23023","chromium","","Educations > Menu item [Position Trading]","","","TC_11.03.04_06_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'English' language",""
"passed","Fri Jul 21 18:56:23 GMT 2023","Fri Jul 21 18:56:35 GMT 2023","11838","chromium","","Educations > Menu item [Position Trading]","","","TC_11.03.04_01_UnReg  > Test button [Log in] in the header on 'English' language",""
"passed","Fri Jul 21 18:56:04 GMT 2023","Fri Jul 21 18:56:09 GMT 2023","5163","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Check route on Education Menu on English",""
"passed","Fri Jul 21 18:56:09 GMT 2023","Fri Jul 21 18:56:14 GMT 2023","4979","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Click on Swing Trading ddsds on English",""
"failed","Fri Jul 21 19:00:59 GMT 2023","Fri Jul 21 19:01:18 GMT 2023","18694","chromium","","Educations > Menu item [Position Trading]","","","TC_11.03.04_07_UnReg  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'English' language",""
"passed","Fri Jul 21 18:57:07 GMT 2023","Fri Jul 21 18:57:25 GMT 2023","17944","chromium","","Educations > Menu item [Position Trading]","","","TC_11.03.04_04_UnReg  > Test button [Try Demo] in Main banner on 'English' language",""
"passed","Fri Jul 21 18:56:36 GMT 2023","Fri Jul 21 18:56:37 GMT 2023","843","chromium","","Educations > Menu item [Position Trading]","","","TC_11.03.04_03_UnReg  > Test button [Start Trading] in Main banner on 'English' language",""
"passed","Fri Jul 21 18:56:14 GMT 2023","Fri Jul 21 18:56:19 GMT 2023","4963","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Check route on Education Menu on العَرَبِيَّة",""
"skipped","Fri Jul 21 18:56:19 GMT 2023","Fri Jul 21 18:56:23 GMT 2023","4180","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Click on Swing Trading ddsds on العَرَبِيَّة",""
"failed","Fri Jul 21 19:02:27 GMT 2023","Fri Jul 21 19:02:45 GMT 2023","18052","chromium","","Educations > Menu item [Position Trading]","","","TC_11.03.04_08_UnReg  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'English' language",""
"passed","Fri Jul 21 18:56:35 GMT 2023","Fri Jul 21 18:56:36 GMT 2023","729","chromium","","Educations > Menu item [Position Trading]","","","TC_11.03.04_02_UnReg  > Test button [Sign up] in the header on 'English' language",""
