"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jul 24 12:32:53 GMT 2023","Mon Jul 24 12:33:04 GMT 2023","11162","chromium","","Educations > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_03_UnReg  > Test button [Start Trading] in Main banner on 'Polski' language",""
"skipped","Mon Jul 24 12:31:24 GMT 2023","Mon Jul 24 12:31:36 GMT 2023","11183","chromium","","Educations > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_01_UnReg  > Test button [Log in] in the header on 'Polski' language",""
"skipped","Mon Jul 24 12:33:34 GMT 2023","Mon Jul 24 12:33:59 GMT 2023","24459","chromium","","Educations > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_01_UnAuth  > Test button [Log in] in the header on 'Polski' language",""
"passed","Mon Jul 24 12:31:06 GMT 2023","Mon Jul 24 12:31:10 GMT 2023","4486","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Verify Login Form on Main page on English",""
"skipped","Mon Jul 24 12:38:02 GMT 2023","Mon Jul 24 12:38:20 GMT 2023","17657","chromium","","Educations > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_04_Auth  > Test button [Try Demo] in Main banner on 'Polski' language",""
"skipped","Mon Jul 24 12:38:50 GMT 2023","Mon Jul 24 12:38:50 GMT 2023","0","chromium","","Educations > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_06_Auth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'Polski' language",""
"skipped","Mon Jul 24 12:33:34 GMT 2023","Mon Jul 24 12:33:34 GMT 2023","0","chromium","","Educations > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_06_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'Polski' language",""
"skipped","Mon Jul 24 12:36:17 GMT 2023","Mon Jul 24 12:36:17 GMT 2023","0","chromium","","Educations > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_09_UnAuth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'Polski' language",""
"skipped","Mon Jul 24 12:31:15 GMT 2023","Mon Jul 24 12:31:20 GMT 2023","4501","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Click on Swing Trading ddsds on العَرَبِيَّة",""
"skipped","Mon Jul 24 12:36:17 GMT 2023","Mon Jul 24 12:36:17 GMT 2023","0","chromium","","Educations > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_06_UnAuth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'Polski' language",""
"skipped","Mon Jul 24 12:33:34 GMT 2023","Mon Jul 24 12:33:34 GMT 2023","0","chromium","","Educations > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_07_UnReg  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'Polski' language",""
"skipped","Mon Jul 24 12:37:06 GMT 2023","Mon Jul 24 12:37:30 GMT 2023","24147","chromium","","Educations > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_03_Auth  > Test button [Start Trading] in Main banner on 'Polski' language",""
"skipped","Mon Jul 24 12:34:30 GMT 2023","Mon Jul 24 12:34:55 GMT 2023","25829","chromium","","Educations > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_02_UnAuth  > Test button [Sign up] in the header on 'Polski' language",""
